#Gene	Initiation	Avg. norm. mRNA read count	Avg. norm. rib. read count	Fitness	No. of segments
YOL111C	0.000028463	4.99257E-007	3.16839E-007	64.5633	15
YOR098C	2.56154E-005	0.000000096	7.68322E-008	20.7033	22
YGL227W	3.95354E-005	3.20634E-008	2.81229E-008	4.73191	6
YOR350C	9.72132E-006	7.46864E-008	1.47041E-008	16.6301	3
YIL074C	3.21299E-005	4.53718E-007	2.52363E-007	137.32	26
YMR312W	3.16363E-005	1.80228E-007	1.13869E-007	44.3099	8
YCL033C	2.58729E-005	2.39652E-007	0.000000167	34.2144	7
YOL144W	0.000027626	0.000000099	6.04372E-008	34.5073	8
YLR457C	6.92867E-006	8.04261E-008	1.74798E-008	7.78487	2
YCL016C	1.00647E-005	1.54378E-007	0.000000034	20.5534	4
YHR039C	3.61096E-005	3.01339E-007	1.88767E-007	128.46	35
YBR274W	1.13202E-005	1.21134E-007	3.01903E-008	32.0141	6
YBL101C	4.62677E-005	3.6272E-008	3.4911E-008	3.88989	7
YDL190C	3.70968E-005	1.27356E-007	1.06588E-007	95.306	28
YNL249C	9.46378E-006	1.00128E-007	1.51925E-008	11.9989	3
YER142C	2.91655E-005	6.47179E-008	3.60716E-008	16.8351	3
YGR056W	1.44254E-005	9.22588E-008	3.0321E-008	35.3608	11
YGR036C	2.18677E-005	1.68719E-007	8.25504E-008	5.9686	5
YNL225C	1.20713E-005	6.33983E-008	2.47274E-008	-10.7413	4
YCR035C	2.93372E-005	2.49939E-007	1.29774E-007	35.2184	15
YGL065C	2.69192E-005	1.77917E-007	1.15356E-007	48.7517	14
YNR059W	3.01736E-006	1.48192E-007	9.83103E-009	15.0939	2
YDR180W	3.21299E-005	2.14057E-008	1.61771E-008	-13.4982	6
YOR052C	4.19799E-005	3.02119E-007	3.2515E-007	12.3014	8
YLR196W	5.04103E-005	1.9317E-007	2.13377E-007	124.49	28
YDL112W	7.00818E-005	4.35714E-008	0.000000078	-20.5049	15
YIL036W	9.46378E-006	1.86518E-007	7.57844E-008	-28.9859	14
YJL203W	1.38674E-005	1.15829E-007	5.02298E-008	11.2068	3
YHR155W	2.32654E-005	4.65251E-008	1.93373E-008	15.1979	8
YAL009W	7.18621E-006	1.50816E-007	2.92516E-008	12.0399	2
YOR045W	7.66822E-005	8.29187E-007	1.26981E-006	14.7949	3
YOL102C	2.63397E-005	1.9129E-007	8.75405E-008	22.9968	5
YBR252W	4.98222E-005	4.40534E-007	0.000000489	42.033	10
YGR116W	9.24188E-005	9.96636E-008	1.79775E-007	-2.94683	39
YJR083C	1.38674E-005	1.39508E-007	5.35107E-008	8.52533	4
YOL159C	1.74675E-005	2.68188E-007	8.22154E-008	18.6402	4
YBR169C	4.16687E-005	7.57398E-008	6.43522E-008	21.7047	12
YNL135C	5.92323E-005	0.000003188	3.47948E-006	40.8893	8
YJR101W	1.74675E-005	3.52727E-007	1.8637E-007	62.0693	15
YBR263W	7.11495E-005	7.22602E-007	7.47098E-007	139.41	35
YMR305C	5.22667E-005	5.58138E-007	5.02505E-007	108.314	27
YBL001C	6.46729E-005	8.25296E-007	8.31751E-007	35.7242	7
YBR185C	2.07088E-005	1.92406E-007	1.025E-007	39.8192	9
YLR131C	1.59867E-005	7.92721E-008	0.000000034	22.2672	7
YDR019C	1.50263E-005	5.22742E-007	2.00246E-007	135.127	28
YOR232W	5.79285E-005	6.95254E-007	0.000000793	54.732	16
YGR150C	1.97343E-005	5.1914E-008	1.73473E-008	13.9165	4
YJR133W	4.21516E-005	2.329E-007	1.94654E-007	44.885	10
YDR224C	5.11829E-005	6.45032E-006	0.000005508	45.635	9
YEL055C	5.13976E-005	1.46478E-007	1.52254E-007	121.293	35
YER119C	1.97343E-005	2.29068E-007	1.02819E-007	61.5829	15
YGR058W	1.30532E-005	0.000000109	4.41706E-008	8.40231	3
YML013W	2.09663E-005	1.45623E-007	0.000000074	71.332	15
YNL207W	2.59963E-005	0.000000243	1.36521E-007	83.1431	16
YDR428C	2.01294E-005	2.13383E-007	9.2847E-008	10.953	7
YOR210W	8.67039E-005	9.03674E-007	1.46892E-006	22.082	5
YJR118C	3.38401E-005	3.85884E-007	0.000000285	76.4129	14
YBL034C	2.89509E-005	1.86397E-008	1.61026E-008	-22.5138	5
YIL157C	2.14814E-005	3.48457E-007	2.16587E-007	57.608	14
YOL008W	1.27956E-005	2.34918E-007	9.84999E-008	10.8474	5
YNL163C	0.000027068	1.01631E-007	5.95937E-008	50.6619	21
YGL246C	2.09663E-005	2.19345E-007	7.73125E-008	24.6302	9
YCR054C	1.23289E-005	1.51487E-007	3.94562E-008	19.2529	8
YDR045C	3.95354E-005	3.87638E-007	3.01862E-007	37.6445	7
YPL232W	2.50359E-005	4.85193E-007	1.98606E-007	66.0613	17
YKR083C	3.31761E-005	1.07919E-007	7.52348E-008	15.1437	3
YEL017W	1.33751E-005	3.30586E-007	1.30075E-007	55.4023	15
YGR252W	1.06227E-005	1.69861E-007	4.48337E-008	11.6017	7
YDL003W	3.81377E-005	1.19767E-007	0.000000103	51.3318	14
YDL215C	1.70812E-005	1.23936E-007	3.45921E-008	-57.4388	12
YDL078C	2.98657E-005	0.000000519	3.58715E-007	128.65	25
YDR517W	2.13097E-005	3.91085E-007	1.98478E-007	109.711	23
YGL043W	1.83367E-005	4.11447E-007	2.30905E-007	69.8366	22
YOR256C	2.01294E-005	0.000000096	4.04861E-008	38.1212	10
YLL061W	4.91247E-005	5.97496E-008	5.2226E-008	30.3541	7
YDR110W	1.14919E-005	9.24262E-008	2.84648E-008	24.9952	6
YKL214C	2.49501E-005	2.79187E-007	1.60089E-007	51.1662	10
YOL088C	2.34371E-005	3.7782E-007	1.95602E-007	60.8916	15
YDR419W	6.92867E-006	9.83478E-008	1.61633E-008	10.0974	3
YOR361C	4.94359E-005	8.41924E-007	6.09876E-007	265.396	61
YOR221C	1.63086E-005	3.05623E-007	1.22616E-007	2.02869	14
YGL113W	5.6249E-006	5.28003E-008	7.52232E-009	7.12291	1
YKR095W	5.59554E-005	2.36959E-008	4.95507E-008	-92.4078	9
YOR258W	1.27956E-005	8.31286E-008	2.7412E-008	11.3303	2
YPL214C	6.54773E-006	1.31471E-007	1.68264E-008	14.0236	2
YOR334W	1.72958E-005	4.94447E-008	1.57905E-008	4.88438	2
YOL064C	0.000028463	4.03114E-007	0.000000245	113.928	27
YDR408C	2.13097E-005	4.67182E-007	2.57632E-007	62.9657	14
YBL023C	2.82055E-005	7.23893E-008	0.000000053	29.9042	14
YNL074C	3.54067E-005	1.51823E-007	1.1779E-007	50.632	14
YOR274W	0.000012624	1.0215E-007	3.46467E-008	14.4164	5
YOR329C	1.09339E-005	0.000000099	3.66245E-008	25.8334	11
YDR435C	1.40391E-005	1.61898E-007	5.03081E-008	36.9094	6
YER151C	2.95223E-005	1.22102E-007	1.02638E-007	76.0494	27
YIL098C	2.96082E-005	0.000000146	1.12524E-007	16.6188	4
YLR005W	1.44254E-005	1.58236E-007	0.000000054	22.4886	7
YLL027W	2.36517E-005	2.78831E-007	1.45202E-007	32.5516	9
YOR144C	1.27956E-005	5.33803E-008	1.68196E-008	-24.1843	4
YNL267W	2.45209E-005	8.21854E-008	0.000000043	31.2713	13
YCL001W	4.94359E-005	5.43933E-007	3.94882E-007	57.1508	14
YGR198W	1.47687E-005	1.58641E-007	5.17585E-008	46.7486	13
YKL189W	1.50048E-005	1.48845E-007	4.63171E-008	7.18015	5
YAR007C	5.22667E-005	0.000000134	1.59473E-007	73.4543	20
YPL254W	1.44254E-005	1.76258E-007	5.04182E-008	13.8365	9
YML064C	9.48524E-006	4.51941E-007	1.19452E-007	20.7403	8
YER055C	2.46926E-005	1.93941E-006	0.000001032	118.405	21
YOR124C	4.60101E-005	6.58586E-008	7.98916E-008	-13.9457	20
YLL012W	2.98657E-005	7.00953E-008	3.8238E-008	11.8032	7
YCL052C	0.000012624	2.4705E-007	0.000000061	14.641	9
YLR438W	0.000144736	9.57233E-008	2.99923E-007	30.5329	9
YMR056C	0.000006757	8.02908E-008	1.13418E-008	5.43794	1
YML031W	2.52935E-005	2.12805E-007	9.9758E-008	94.3851	22
YJL044C	1.24147E-005	3.40482E-007	6.94842E-008	-9.6421	13
YCR094W	1.94231E-005	1.90458E-007	9.55208E-008	64.0229	14
YMR036C	9.36452E-006	6.53195E-008	1.47621E-008	11.3595	2
YDR234W	3.58735E-005	0.000000203	1.32664E-007	96.3694	27
YGR218W	9.32907E-005	1.57818E-007	0.000000287	39.4373	40
YEL060C	6.15953E-005	1.90053E-007	2.41842E-007	77.1454	28
YKR049C	2.34371E-005	1.3615E-007	9.53428E-008	16.3425	3
YPL028W	5.47375E-005	1.27262E-006	1.23639E-006	130.601	30
YPR179C	1.56057E-005	9.16456E-008	3.15164E-008	17.5953	6
YHR195W	1.00647E-005	2.64464E-007	6.67649E-008	-13.6424	6
YGR267C	2.18677E-005	5.92947E-007	2.66785E-007	92.3944	16
YDL149W	1.94231E-005	2.55844E-008	9.63271E-009	10.5295	3
YPR006C	2.13097E-005	4.35385E-008	2.09024E-008	16.6374	3
YMR114C	1.23289E-005	5.94369E-008	1.83782E-008	6.51091	1
YPL002C	1.06227E-005	1.65434E-007	4.41753E-008	20.5226	4
YGL022W	5.86313E-005	4.42769E-007	5.03546E-007	230.9	54
YKL017C	1.59867E-005	6.48761E-008	1.88608E-008	5.26655	4
YMR049C	0.000030252	1.76223E-007	1.56664E-007	32.5553	31
YDR229W	0.000018165	1.60671E-007	5.36687E-008	-6.71835	8
YOR166C	0.000016652	1.1287E-007	2.21361E-008	10.7526	3
YPR124W	3.45698E-005	6.35581E-007	4.65893E-007	152.621	31
YLL029W	1.86076E-005	2.08635E-007	0.000000098	123.551	28
YDL181W	5.69413E-005	2.13897E-007	3.83256E-007	7.81568	4
YOR344C	2.25652E-005	1.1688E-007	6.92576E-008	11.669	7
YGR285C	5.99536E-005	2.25814E-006	2.11915E-006	138.369	33
YPR068C	5.45321E-006	7.34778E-008	1.52858E-008	-5.01577	2
YDR258C	3.07349E-005	0.000000128	1.11561E-007	115.718	26
YER017C	3.24733E-005	1.14525E-007	7.07489E-008	59.3556	15
YBR022W	1.94231E-005	0.000000183	1.00272E-007	-7.63965	4
YMR214W	3.68822E-005	2.29887E-007	2.15097E-007	81.2787	20
YBR079C	0.000105881	4.26624E-007	5.41086E-007	133.336	65
YER177W	3.31976E-005	5.34158E-006	4.43717E-006	53.7008	16
YGR063C	5.69413E-005	2.79076E-007	3.98688E-007	24.8688	5
YMR176W	9.36452E-006	0.000000037	1.05136E-008	-21.4515	5
YCL063W	1.79504E-005	1.04692E-007	5.4881E-008	18.4651	7
YER048C	4.14971E-005	3.11142E-007	2.847E-007	99.6162	27
YPR020W	4.16687E-005	3.90355E-007	4.0558E-007	26.6097	7
YML048W	7.20067E-005	4.07839E-007	5.94483E-007	116.975	30
YNR006W	1.52623E-005	1.7754E-007	5.5218E-008	32.9488	11
YLR027C	3.99217E-005	1.11564E-006	1.11032E-006	112.604	29
YDR107C	4.37406E-005	6.15318E-008	4.61134E-008	23.9062	7
YDL132W	3.48273E-005	1.78699E-007	1.15731E-007	98.4248	28
YBL064C	2.41346E-005	3.71725E-007	2.35661E-007	76.9043	15
YHR104W	4.23662E-005	4.12398E-007	3.00718E-007	111.465	25
YKL024C	3.25967E-005	8.4737E-007	4.93725E-007	72.905	15
YGR245C	4.60101E-005	0.000000126	1.31907E-007	99.3559	25
YOR148C	1.11056E-005	1.49117E-007	3.68591E-008	10.3153	2
YLR047C	1.47687E-005	5.81715E-008	1.45815E-008	4.3024	3
YGL126W	1.09339E-005	2.03492E-007	8.12085E-008	39.9559	11
YLR147C	4.05313E-005	1.73398E-007	1.83847E-007	14.2324	3
YMR270C	4.72353E-006	1.58575E-007	2.49107E-008	2.67841	3
YMR222C	2.21789E-005	3.02332E-007	1.60158E-007	46.6062	11
YLR293C	7.05486E-005	0.000004595	0.000005044	64.4152	15
YDL147W	3.25967E-005	5.26711E-007	0.000000392	144.281	33
YJR053W	1.86076E-005	1.8444E-008	1.22908E-008	4.23719	1
YBR104W	1.77787E-005	1.83477E-007	5.95083E-008	20.6438	7
YJL171C	7.70256E-005	2.58534E-007	4.05935E-007	86.9359	25
YBL091C	2.43063E-005	6.56078E-007	3.44801E-007	160.004	30
YOR262W	2.21789E-005	1.24624E-007	6.81609E-008	19.8624	6
YIL041W	4.67827E-005	9.1655E-007	9.15948E-007	121.833	24
YKL021C	3.25967E-005	2.12799E-007	1.31465E-007	92.5165	18
YDL167C	2.91655E-005	9.91485E-008	5.91204E-008	66.6961	14
YER082C	3.18938E-005	2.10601E-007	1.18232E-007	102.653	24
YIL137C	4.01879E-005	1.83164E-007	1.44596E-007	99.1091	32
YKL069W	3.16363E-005	2.95686E-007	1.85678E-007	56.8742	10
YNL123W	4.47278E-005	1.26568E-007	1.13245E-007	77.7479	28
YDR372C	3.11212E-005	4.93427E-007	2.72564E-007	121.661	26
YKL145W	4.69973E-005	5.65646E-007	4.82742E-007	125.044	28
YJL164C	2.18677E-005	1.27225E-007	6.71047E-008	39.4533	7
YDL031W	5.22667E-005	8.00642E-008	8.00775E-008	52.3383	17
YLR373C	2.58729E-005	7.02489E-008	3.25563E-008	24.8773	8
YKL092C	3.34337E-005	3.09373E-008	0.000000022	4.87092	6
YFL016C	7.40616E-005	1.03943E-007	1.69255E-007	41.923	12
YDR323C	0.000010451	9.41482E-008	1.4594E-008	9.05579	3
YDR071C	7.40616E-005	8.45383E-007	8.50841E-007	48.7398	14
YJL162C	1.00647E-005	6.43945E-008	1.21332E-008	9.49273	2
YLR260W	0.000016652	7.77261E-008	0.000000029	18.8355	6
YDR085C	0.000002116	7.92236E-008	8.89539E-009	-64.7374	2
YNL032W	9.14991E-006	2.48369E-007	0.000000061	38.3536	6
YNL041C	2.07303E-005	1.2828E-007	5.05184E-008	25.0722	13
YKR001C	5.40078E-005	3.56331E-007	4.30284E-007	197.625	50
YGR227W	3.07349E-005	1.22712E-007	7.63899E-008	70.7806	15
YML011C	1.96626E-005	1.48332E-007	5.8307E-008	6.04248	2
YMR001C	1.86076E-005	1.59877E-007	7.72931E-008	50.208	16
YJL006C	1.52623E-005	1.85065E-007	6.27718E-008	24.9466	5
YDL081C	4.98222E-005	1.41801E-005	1.34265E-005	33.9381	7
YLR424W	1.35562E-005	3.60942E-008	0.000000014	8.45594	3
YIR034C	2.79694E-005	1.78399E-007	1.06269E-007	59.8847	14
YMR138W	1.33966E-005	7.3196E-008	3.42794E-008	5.71754	1
YDR165W	3.88379E-005	4.78768E-007	2.19894E-007	49.0118	31
YGL013C	3.09066E-005	6.58881E-008	3.86727E-008	16.7566	12
YLR191W	2.50359E-005	1.20425E-007	4.64901E-008	8.41114	4
YJR068W	2.65972E-005	2.7866E-007	1.35125E-007	63.5076	15
YJL139C	8.97822E-006	1.36582E-007	3.05102E-008	24.914	4
YDL178W	0.000028227	0.000000218	0.000000118	83.3033	18
YDR212W	6.62483E-005	4.18577E-007	5.01336E-007	169.746	41
YHR080C	1.00647E-005	0.00000003	4.69449E-009	7.94201	2
YML086C	5.07537E-005	3.51459E-007	3.90206E-007	141.583	36
YPL097W	1.88652E-005	8.66892E-008	3.27032E-008	11.3314	4
YDL207W	1.27956E-005	0.000000127	3.53637E-008	7.89064	6
YDR459C	3.36074E-006	1.56624E-007	1.24253E-008	7.18171	1
YDR334W	2.98657E-005	2.09361E-008	0.000000013	-2.43577	5
YPL015C	9.80716E-006	3.135E-007	7.83658E-008	36.8033	10
YGL213C	2.93372E-005	2.51264E-007	0.000000156	70.8976	17
YDR231C	1.65661E-005	1.3723E-007	6.85367E-008	27.3524	5
YMR038C	3.50634E-005	8.95763E-007	7.84569E-007	84.5576	18
YJL066C	2.18677E-005	1.75637E-007	9.96947E-008	38.3234	8
YNL025C	7.85151E-006	1.86739E-007	2.75367E-008	13.4775	2
YNL321W	4.02738E-005	5.37714E-008	5.05589E-008	59.8128	12
YEL029C	1.57291E-005	1.68667E-007	0.000000061	26.4545	6
YGR091W	1.24147E-005	1.21811E-007	2.54488E-008	15.8678	4
YBR122C	1.94231E-005	4.39292E-007	2.02932E-007	44.7326	9
YHR001W	2.34371E-005	2.87098E-007	1.24104E-007	84.3234	17
YDR477W	3.04237E-005	1.99617E-007	1.27431E-007	65.0272	27
YBR199W	2.58729E-005	4.61599E-007	2.32414E-007	148.581	31
YLR242C	1.57291E-005	1.9082E-007	3.26883E-008	2.24068	3
YJR148W	0.000039707	1.40451E-006	1.06129E-006	141.742	28
YBR253W	0.000025272	2.39576E-007	1.37517E-007	14.3125	4
YIL035C	2.32654E-005	3.34725E-007	1.81804E-007	91.8763	23
YIL159W	1.47687E-005	3.01692E-008	7.8098E-009	0.637484	3
YBR153W	7.85151E-006	1.89347E-007	3.59291E-008	13.3975	3
YJR082C	0.000028227	1.70535E-007	9.36109E-008	15.91	3
YOR073W	1.57291E-005	6.16819E-008	1.93485E-008	19.193	4
YJR106W	1.44254E-005	3.71333E-008	0.000000014	17.3295	3
YJL084C	1.83367E-005	5.95149E-008	2.45218E-008	-2.55198	9
YHR154W	3.72685E-005	2.56484E-008	2.26649E-008	11.724	5
YOR008C	3.31976E-005	2.51872E-007	1.87304E-007	71.6795	19
YPR134W	1.57291E-005	1.44649E-007	4.02541E-008	15.0459	3
YMR304W	6.72892E-005	3.5259E-008	5.68125E-008	3.24439	9
YGL050W	2.41346E-005	1.89853E-007	7.46307E-008	27.9893	7
YKL010C	4.39552E-005	5.87031E-008	6.22561E-008	31.3484	20
YMR289W	0.000018165	1.29932E-007	6.2918E-008	32.525	7
YER070W	6.09944E-005	3.49154E-007	4.91485E-007	164.649	61
YDR427W	0.000027068	0.000000712	4.11638E-007	105.827	31
YOR128C	3.12929E-005	2.96426E-007	1.83438E-007	118.153	25
YAL015C	1.05905E-005	1.02205E-007	0.000000028	18.3926	4
YFL036W	0.000093119	2.45827E-008	5.29426E-008	-7.85612	7
YGR177C	1.65661E-005	0.000000135	4.99308E-008	41.678	10
YDL209C	0.000008667	8.473E-008	3.77571E-008	-10.0527	3
YKL045W	2.14814E-005	1.34405E-007	5.52189E-008	30.3599	9
YJR022W	8.18208E-005	7.74471E-008	0.00000012	4.67294	1
YIL051C	4.08532E-005	4.28267E-006	3.65637E-006	53.0186	10
YPL057C	1.70812E-005	3.13458E-007	1.4831E-007	-16.7113	16
YNR010W	2.65758E-005	2.15618E-007	1.34119E-007	8.04928	5
YDR365C	5.26235E-005	0.000000169	1.74391E-007	126.363	29
YPL151C	0.000008109	1.6513E-007	3.48103E-008	24.5331	5
YKL007W	2.27369E-005	5.91676E-007	3.24761E-007	65.8036	17
YNL169C	1.38674E-005	2.6359E-007	0.000000087	33.1828	14
YFR034C	1.59867E-005	0.000000138	0.000000097	5.00352	7
YKL185W	9.14991E-006	6.03606E-007	1.47188E-007	-35.3746	25
YDL225W	5.13976E-005	1.44141E-007	1.20522E-007	34.4472	15
YCL038C	1.47687E-005	0.000000112	3.84174E-008	42.9457	7
YLR180W	0.000179279	4.99236E-007	1.5466E-006	96.7798	27
YDR460W	1.72958E-005	1.52675E-007	0.000000061	28.365	6
YOR377W	8.49534E-006	1.25236E-007	2.6568E-008	16.8204	4
YLR364W	3.38401E-005	1.23648E-007	1.00225E-007	15.7678	3
YKL058W	3.38401E-005	3.22851E-007	2.36122E-007	28.5638	7
YKL085W	6.13378E-005	4.1114E-007	4.83867E-007	105.754	24
YNR043W	8.70902E-005	0.000000294	5.28721E-007	112.808	27
YOR360C	8.97822E-006	3.37904E-007	8.23456E-008	40.3748	16
YOR335C	0.000157399	3.41277E-007	8.28721E-007	98.6395	66
YOL089C	1.38674E-005	6.16553E-008	1.89478E-008	-0.843677	5
YDR416W	0.000010451	1.02858E-007	2.6378E-008	-7.95508	6
YPL163C	3.28542E-005	5.39722E-007	5.10432E-007	69.0989	16
YLR193C	3.42264E-005	2.45263E-007	0.000000186	22.5119	7
YHR023W	4.96076E-005	2.19221E-008	3.48472E-008	-68.788	8
YOL065C	1.92515E-005	1.15766E-007	4.94436E-008	17.9244	6
YBL022C	0.000106053	7.22801E-008	1.56917E-007	-4.61697	19
YGL164C	1.63086E-005	1.1352E-007	4.55199E-008	22.2914	7
YOL130W	1.23289E-005	0.000000167	4.94879E-008	64.598	17
YPL255W	0.000012624	0.000000058	1.82171E-008	11.8543	2
YGR013W	1.77787E-005	9.23863E-008	3.34671E-008	14.0516	7
YHR057C	0.000022922	0.000000354	2.05329E-007	39.2076	13
YML103C	4.41269E-005	8.31924E-008	8.75716E-008	-128.291	24
YEL038W	2.27369E-005	3.02259E-007	0.00000022	60.9347	15
YDR392W	1.44254E-005	0.000000121	5.21993E-008	-1.66295	5
YOL025W	1.57291E-005	7.33704E-008	2.72475E-008	2.11765	5
YJL019W	1.96626E-005	4.10903E-008	2.67006E-008	24.2284	6
YLR051C	2.27369E-005	2.35301E-007	1.22576E-007	32.0349	7
YDR436W	1.20928E-005	8.43009E-008	2.02039E-008	21.2824	5
YGR199W	2.46926E-005	1.71721E-007	7.94118E-008	75.9465	21
YLR289W	1.96626E-005	2.5115E-008	9.87006E-009	10.5515	2
YPL208W	1.40391E-005	1.89483E-007	5.57745E-008	48.2173	11
YOL147C	3.86662E-005	1.42757E-007	1.30085E-007	25.4805	6
YNL280C	3.48058E-005	4.48791E-007	2.66615E-007	141.227	31
YDR007W	1.92515E-005	2.39516E-007	9.53878E-008	43.1154	7
YGR222W	8.49534E-006	2.05772E-007	0.000000048	19.8566	5
YBR233W	2.23506E-005	0.000000088	4.73833E-008	30.1365	7
YPL122C	1.35562E-005	1.46602E-007	3.9853E-008	32.0104	8
YGR082W	5.68782E-005	6.39112E-007	6.29389E-007	53.8559	14
YKL195W	6.67312E-005	2.07876E-007	0.00000026	98.993	23
YDR388W	2.27369E-005	6.47156E-007	4.12762E-007	159.507	34
YIL022W	2.59963E-005	0.000000421	2.64249E-007	158.762	29
YNL248C	3.31976E-005	4.49319E-007	3.17081E-007	142.294	31
YMR313C	1.53482E-005	1.52676E-007	4.08732E-008	9.19546	8
YGR119C	1.23289E-005	2.53914E-007	1.46271E-007	-64.8588	25
YDR181C	6.92867E-006	1.19556E-007	2.4786E-008	-10.4873	4
YMR228W	1.69095E-005	1.50624E-007	0.000000054	38.4862	7
YNL224C	2.07088E-005	8.23232E-008	0.000000038	28.6988	8
YAL020C	9.48524E-006	1.17647E-007	3.05363E-008	19.7062	3
YGR120C	1.14919E-005	2.23413E-007	0.000000056	14.4395	4
YBR025C	6.98458E-005	2.47882E-006	2.33322E-006	112.641	29
YMR177W	1.63086E-005	0.000000119	4.17888E-008	-15.3851	7
YLL028W	2.89298E-005	1.80355E-007	1.19697E-007	107.29	25
YER016W	0.000020006	1.62148E-007	0.000000077	48.0635	9
YDR501W	1.33751E-005	4.81465E-008	1.34547E-008	8.83647	2
YGR286C	2.23506E-005	1.97424E-007	9.23006E-008	58.6658	13
YCR037C	7.50813E-006	2.03205E-007	1.98292E-008	-36.7259	5
YMR217W	9.32907E-005	1.04532E-006	1.33226E-006	131.536	36
YDR073W	0.000004584	3.98893E-007	7.95966E-008	-3.61873	3
YGL035C	5.04103E-005	6.36175E-008	8.16314E-008	20.1701	6
YER170W	0.000020006	1.27735E-007	7.45562E-008	18.8332	5
YCR086W	2.01294E-005	0.000000141	8.6792E-008	15.8571	4
YDR494W	1.83367E-005	0.000000216	8.30871E-008	25.1172	8
YLR026C	2.25652E-005	2.00303E-007	1.12778E-007	29.5496	10
YOR147W	1.83367E-005	5.58363E-008	2.21792E-008	5.43474	3
YGL026C	9.41599E-005	5.05183E-007	7.87392E-007	214.979	55
YGR246C	2.95223E-005	9.60559E-008	5.45187E-008	45.0536	10
YHR008C	4.11107E-005	1.28015E-006	1.0655E-006	65.2837	16
YMR277W	1.33966E-005	1.63848E-007	5.92094E-008	42.6523	15
YPL242C	1.90368E-005	6.98303E-008	0.000000029	-42.6476	13
YML049C	2.93372E-005	5.63587E-008	3.64844E-008	22.5887	12
YBR067C	3.99304E-005	1.29981E-006	1.32408E-006	57.3764	15
YPL172C	2.52935E-005	4.75828E-008	2.84516E-008	10.4454	3
YDR100W	3.58735E-005	3.87325E-007	3.45076E-007	38.2389	9
YLL004W	1.44254E-005	0.000000091	3.24124E-008	24.2784	7
YER049W	0.000047169	2.12346E-007	2.35528E-007	102.603	31
YGL125W	4.91247E-005	1.96929E-008	2.43968E-008	9.77822	2
YDL033C	1.30532E-005	4.42884E-008	1.73855E-008	10.7904	2
YMR255W	2.36517E-005	2.25474E-007	1.00529E-007	25.7741	6
YMR239C	1.86076E-005	1.06786E-007	4.33148E-008	35.6671	7
YLR028C	2.69192E-005	6.21528E-007	3.85538E-007	152.29	41
YER136W	6.15739E-005	4.21709E-007	4.30786E-007	129.652	31
YGL247W	1.00647E-005	1.22143E-007	2.85826E-008	11.8536	2
YER116C	1.53482E-005	1.15312E-007	2.95394E-008	9.01392	2
YML012W	3.48273E-005	1.3414E-006	0.000000945	82.0241	15
YOL009C	0.000012624	0.000000104	2.82718E-008	10.6002	2
YDR028C	3.90525E-005	9.81283E-008	0.000000094	-19.3418	23
YOR217W	3.61096E-005	9.98954E-008	7.87201E-008	77.8164	19
YNL327W	3.38401E-005	5.5783E-007	3.46305E-007	194.451	68
YPL010W	0.00003294	0.000001036	6.96847E-007	61.8456	14
YCR057C	0.000030252	1.43196E-007	1.15913E-007	87.8771	28
YNL206C	1.90368E-005	1.90525E-007	7.24895E-008	64.0076	12
YMR197C	1.88652E-005	3.12374E-007	1.75905E-007	51.9249	12
YLR060W	6.95024E-005	7.95284E-007	8.46749E-007	185.152	42
YDR516C	3.70968E-005	2.46361E-007	2.22155E-007	102.384	27
YPL233W	1.55574E-005	1.66604E-007	0.000000061	14.948	4
YOR063W	5.68782E-005	1.74337E-005	1.34003E-005	148.543	29
YIR006C	0.00006642	1.12372E-007	1.66095E-007	0.00512059	37
YNL081C	4.85667E-005	0.00000028	2.49602E-007	24.1606	8
YGR263C	1.56057E-005	9.76391E-008	3.32886E-008	20.3563	4
YPR047W	1.97343E-005	9.73238E-008	3.61395E-008	17.9626	5
YKL219W	1.63086E-005	1.6263E-007	4.52663E-008	21.8587	4
YML091C	4.25379E-005	3.93956E-008	4.16263E-008	26.3107	11
YBR049C	6.83757E-005	7.7921E-008	1.07608E-007	44.8376	15
YDR044W	8.74336E-005	1.7106E-007	2.15876E-007	48.6073	13
YOR193W	3.85435E-006	1.4714E-007	1.86533E-008	-21.012	3
YKR080W	3.00374E-005	3.62221E-007	1.9862E-007	73.0752	16
YEL016C	5.45321E-006	0.000000118	0.000000017	21.916	3
YAL027W	0.000020006	1.18795E-007	3.07169E-008	4.66828	2
YDL110C	3.55302E-005	2.31153E-007	2.10858E-007	25.7219	7
YPL215W	1.77787E-005	3.39088E-007	1.39143E-007	52.316	14
YIR037W	4.74802E-005	9.86807E-007	9.52762E-007	55.7182	11
YMR195W	1.46829E-005	2.13964E-006	1.16843E-006	-18.9399	10
YDR162C	2.50359E-005	1.36525E-007	8.852E-008	22.6787	6
YGL012W	3.88379E-005	1.00665E-006	8.5432E-007	181.998	34
YGR129W	2.30078E-005	7.52002E-008	3.58131E-008	11.0364	2
YJL101C	0.000027626	0.000000315	1.82578E-007	132.781	36
YMR073C	1.74675E-005	2.21324E-007	8.21012E-008	30.4946	5
YAR018C	0.000010451	1.58917E-007	3.83649E-008	22.0608	5
YDR353W	5.18804E-005	0.000001385	0.000001646	88.403	23
YMR139W	1.59867E-005	2.64609E-007	9.10802E-008	55.7079	11
YDL080C	7.18621E-006	1.65145E-007	2.25609E-008	-0.416314	5
YOR172W	7.27205E-006	3.92816E-008	5.46288E-009	5.70768	1
