#Gene	Initiation	Avg. norm. mRNA read count	Avg. norm. rib. read count	Fitness	No. of segments
YML125C	4.25379E-005	5.80422E-007	4.85663E-007	116.251	24
YAL040C	2.03869E-005	7.61705E-008	3.35435E-008	24.9232	6
YER092W	2.25652E-005	3.44597E-007	1.66677E-007	35.569	7
YDR288W	7.52959E-006	1.94695E-007	2.98638E-008	18.1247	3
YGL208W	9.72132E-006	0.0000001	3.31235E-008	19.3184	4
YNL233W	1.82642E-005	6.41379E-008	3.53731E-008	24.4593	9
YCL036W	3.01736E-006	1.30443E-007	1.65798E-008	7.92962	3
YFR041C	4.05098E-005	1.90925E-007	1.47555E-007	45.6487	13
YHR071W	9.14991E-006	1.32803E-007	2.07598E-008	5.85642	1
YOR355W	2.01294E-005	2.78681E-007	1.12152E-007	85.4806	22
YGR086C	4.41269E-005	2.52585E-006	0.000002129	111.822	26
YPL111W	7.52872E-005	1.44593E-007	2.503E-007	44.8581	11
YOR077W	1.60725E-005	4.88208E-008	3.57965E-008	1.08586	1
YOL143C	4.60316E-005	1.27256E-006	1.17011E-006	61.182	13
YOL043C	6.46189E-006	8.87107E-008	9.68467E-009	4.93341	1
YGR195W	2.45209E-005	0.000000414	2.26909E-007	45.6362	13
YBR237W	1.20713E-005	5.76429E-008	1.13107E-008	-6.62919	3
YHL023C	1.85218E-005	3.92017E-008	1.68294E-008	-1.14644	6
YDR178W	7.54589E-005	1.75452E-007	2.922E-007	26.3656	6
YER129W	0.000008109	8.35026E-008	1.71939E-008	-21.1753	6
YJR091C	0.000037966	0.000000053	4.73153E-008	32.395	13
YGR124W	7.74924E-005	1.27573E-006	1.54284E-006	132.973	37
YPL126W	5.20521E-005	1.75531E-007	1.61198E-007	82.9549	30
YBL017C	8.95162E-005	6.93809E-008	1.30719E-007	-113.727	27
YNL244C	4.23662E-005	2.49356E-006	2.18058E-006	36.1158	7
YNR027W	8.97822E-006	1.67786E-007	5.21629E-008	17.7382	6
YAL024C	2.36517E-005	2.10996E-008	1.26402E-008	14.4539	5
YER115C	5.96828E-006	0.00000039	2.94979E-008	8.25298	3
YJL197W	5.15693E-005	3.35354E-008	4.21222E-008	-13.0837	10
YMR213W	7.50813E-006	6.53187E-008	1.99153E-008	-22.4745	3
YGL055W	0.000120182	5.34239E-007	9.9239E-007	136.302	35
YPR181C	0.000088005	2.62511E-007	5.83301E-007	177.27	50
YCL008C	5.45321E-006	1.81117E-007	0.000000056	-20.2295	7
YEL006W	3.01736E-006	0.000000303	3.55831E-008	-13.003	4
YML005W	0.000008109	0.000000116	2.05269E-008	20.7559	4
YNL215W	1.44254E-005	1.37361E-007	5.82566E-008	22.9913	7
YDR529C	6.52826E-005	6.19844E-007	6.89168E-007	41.2404	9
YGR044C	1.09339E-005	6.82328E-008	1.74732E-008	6.74628	1
YDL059C	2.13097E-005	7.96714E-008	2.73668E-008	8.59428	2
YOR204W	0.000479552	1.56661E-007	0.000001016	64.5855	25
YMR223W	2.13097E-005	1.35263E-007	4.86317E-008	16.7891	7
YDL006W	1.14919E-005	0.000000242	6.96646E-008	18.9555	7
YER123W	3.16363E-005	1.26908E-007	0.000000062	7.33243	11
YJL012C	5.18804E-005	1.17373E-006	1.10437E-006	233.773	53
YDR382W	5.24384E-005	1.54326E-005	1.72158E-005	36.062	8
YDR483W	3.22157E-005	1.05819E-006	5.92105E-007	176.039	33
YLL008W	5.95542E-005	1.29194E-007	1.38934E-007	115.447	25
YOR219C	0.000020006	7.21157E-008	2.99364E-008	35.0754	9
YDR505C	3.22157E-005	6.75272E-008	6.13534E-008	25.7714	12
YKL206C	8.63484E-006	3.42903E-007	1.35526E-007	-2.99715	10
YER061C	2.21789E-005	7.31383E-008	2.84095E-008	21.6515	4
YLR135W	0.000020006	2.96365E-008	9.47254E-009	7.30263	2
YLR022C	2.04727E-005	4.04489E-007	1.79364E-007	39.6061	14
YPL246C	2.56154E-005	5.87181E-007	3.78181E-007	83.1727	17
YPL226W	0.000093119	2.79329E-007	4.44498E-007	191.476	70
YLR375W	4.72353E-006	2.98628E-007	5.05441E-008	17.7272	6
YGL039W	1.77787E-005	4.03579E-007	1.88294E-007	56.8004	22
YER183C	1.85218E-005	2.5356E-007	1.16786E-007	7.51586	7
YEL001C	3.72685E-005	6.50394E-007	5.67086E-007	72.2853	16
YHR090C	1.42537E-005	1.76497E-007	0.000000047	10.5554	4
YOL021C	4.01879E-005	1.28932E-007	0.000000094	108.44	30
YHR030C	5.88244E-006	6.29508E-007	1.40171E-007	-110.751	20
YDR443C	2.55295E-005	2.27613E-008	1.4864E-008	-2.40354	6
YMR319C	9.72132E-006	3.94562E-007	8.33226E-008	49.6766	17
YBR295W	5.45321E-006	3.28692E-008	3.08506E-009	5.68416	1
YBR085W	1.53482E-005	1.14188E-007	3.28735E-008	18.8486	3
YHR109W	1.23289E-005	0.000000052	1.7866E-008	10.835	3
YKL018W	0.000016652	2.86178E-007	1.06454E-007	43.4049	12
YEL034W	0.000108497	6.81211E-006	1.24146E-005	53.9718	12
YNR050C	0.00004342	2.50427E-007	2.03392E-007	134.486	27
YLR019W	1.52623E-005	0.000000258	8.65011E-008	35.8419	12
YKR100C	1.44254E-005	2.41762E-007	8.54446E-008	29.6318	9
YKL208W	0.000010451	1.39257E-007	4.11548E-008	2.15239	3
YPL147W	5.06691E-006	4.31817E-008	4.70829E-009	7.54748	1
YDR423C	9.72132E-006	1.99584E-007	5.00695E-008	25.3324	6
YGR180C	5.86313E-005	2.08787E-006	2.0683E-006	117.176	26
YOR260W	2.74543E-005	3.62166E-007	0.000000233	173.694	39
YIL084C	2.25652E-005	9.72269E-008	5.46866E-008	22.2067	5
YML110C	2.96082E-005	6.23346E-007	4.10424E-007	129.514	24
YOL011W	2.45937E-006	1.358E-007	7.13691E-009	8.31321	1
YDL140C	0.000106536	0.000000123	3.12273E-007	-123.117	52
YNL271C	3.40547E-005	2.74068E-008	2.46722E-008	-43.5726	9
YGL048C	2.74543E-005	7.80793E-007	0.000000434	172.136	31
YOR228C	8.97822E-006	1.15515E-007	2.70691E-008	13.0795	2
YMR193W	3.22157E-005	2.38499E-007	1.47096E-007	18.3065	9
YOR380W	4.72353E-006	1.04805E-007	9.65408E-009	10.6738	2
YER072W	4.05098E-005	5.04673E-006	5.17035E-006	45.1631	9
YKL106W	0.000018165	2.14481E-007	8.59282E-008	20.9966	12
YOR272W	4.43844E-005	2.95543E-007	2.12416E-007	123.297	29
YFL047W	0.000012624	1.25424E-007	3.66277E-008	26.0522	9
YML099C	0.000008667	7.6705E-008	1.26334E-008	9.09029	4
YER047C	1.83367E-005	0.000000053	2.28596E-008	5.20959	6
YOR138C	1.70812E-005	1.35248E-007	5.24246E-008	20.539	11
YPR029C	2.89298E-005	1.44682E-007	9.15987E-008	110.047	25
YCR066W	1.00647E-005	1.10378E-007	2.2075E-008	14.7354	3
YML098W	1.57291E-005	1.86936E-007	8.78762E-008	22.3139	4
YJL034W	0.000100005	8.19527E-007	1.5241E-006	198.921	54
YLR420W	3.88379E-005	5.87285E-007	4.46406E-007	113.883	28
YCR088W	6.39754E-005	4.35833E-007	6.77801E-007	161.176	44
YOR252W	4.08532E-005	1.75107E-007	1.44664E-007	24.841	6
YPR158W	1.74675E-005	1.43337E-007	6.45965E-008	30.34	6
YJL058C	8.49534E-006	9.03157E-008	1.4094E-008	11.13	2
YDR075W	1.85218E-005	1.28054E-007	4.3707E-008	8.40807	4
YFL048C	2.62539E-005	3.65785E-007	2.52452E-007	127.952	30
YLR117C	0.000010451	9.38924E-008	2.76507E-008	38.3693	7
YGR220C	0.000028227	2.57705E-007	1.5172E-007	74.1709	15
YBR014C	3.42264E-005	2.82759E-007	2.4122E-007	50.6512	12
YML052W	2.59963E-005	6.00271E-007	5.03785E-007	65.1949	20
YPL012W	6.46729E-005	1.21942E-007	0.000000149	77.2952	37
YJR006W	1.20713E-005	2.08654E-007	5.34659E-008	45.3551	9
YOR176W	3.72685E-005	4.20786E-007	3.6247E-007	118.103	27
YHR187W	1.79504E-005	1.96224E-007	8.44484E-008	38.9395	9
YOR109W	0.000028463	1.19091E-007	8.86757E-008	45.1684	27
YGR275W	4.44703E-005	0.000000222	2.14458E-007	32.5096	7
YJR069C	4.39552E-005	2.93168E-007	3.59787E-007	46.4841	12
YIR033W	2.07303E-005	1.03446E-007	4.71004E-008	-20.4721	16
YBL089W	1.11056E-005	1.43158E-007	3.69192E-008	18.279	5
YPR110C	0.00003294	8.0667E-007	5.93689E-007	127.457	24
YGL016W	5.62988E-005	7.68401E-008	9.37039E-008	69.1314	19
YKL114C	3.90525E-005	1.80857E-007	1.18193E-007	49.5428	15
YLL022C	0.000018165	1.37714E-007	6.80826E-008	17.7649	8
YOR143C	2.10522E-005	2.25135E-007	7.55664E-008	23.6656	9
YER029C	3.07349E-005	1.93764E-007	1.46594E-007	21.6619	6
YCL055W	2.30078E-005	1.27616E-007	6.07428E-008	2.77911	6
YDR490C	1.44254E-005	7.83384E-008	0.000000031	12.1551	7
YER005W	0.000008667	0.000000151	3.25456E-008	19.1364	8
YGL116W	1.30532E-005	1.34273E-007	4.3908E-008	20.8729	8
YJR031C	2.79694E-005	4.37776E-008	3.64364E-008	-12.1433	14
YDL028C	1.14919E-005	9.86488E-008	2.44064E-008	18.1884	5
YOR194C	3.68822E-005	1.91536E-007	0.000000134	38.7896	12
YER050C	2.95223E-005	2.32476E-007	2.18878E-007	18.5273	6
YCR008W	1.23289E-005	0.000000168	4.7596E-008	-7.77735	8
YMR012W	0.000137957	1.97821E-007	0.000000552	27.9729	58
YGL002W	0.000020006	2.18675E-007	9.07793E-008	29.5747	7
YCR071C	6.01253E-005	1.40434E-007	1.61061E-007	10.2973	4
YPL160W	0.000181506	3.282E-007	9.06132E-007	38.4507	65
YLR119W	1.55574E-005	1.10178E-007	3.87658E-008	16.869	3
YGR156W	1.92515E-005	1.55709E-007	8.2078E-008	14.8966	11
YDR175C	1.70812E-005	2.51462E-007	1.12072E-007	21.3787	11
YLR082C	5.88244E-006	9.41682E-008	2.72131E-008	-21.2737	3
YMR229C	0.000131336	7.67401E-008	2.5061E-007	-169.739	34
YPR034W	1.27956E-005	3.09652E-007	1.2915E-007	19.9929	19
YOR189W	2.14814E-005	2.28651E-007	1.28192E-007	26.5733	6
YLR035C	2.84567E-006	6.55982E-008	1.05986E-008	-38.0375	2
YGR233C	3.11212E-005	1.28593E-007	9.75679E-008	-18.1362	28
YMR264W	1.88652E-005	3.86532E-007	2.13713E-007	68.7868	14
YGL136C	3.59681E-006	2.00532E-007	1.63284E-008	13.8142	2
YBR070C	1.11056E-005	1.70156E-007	5.43531E-008	21.675	4
YGL139W	5.95673E-005	5.26602E-008	8.41469E-008	21.0448	10
YDR351W	1.00647E-005	1.38305E-007	3.84154E-008	29.6657	12
YMR086W	0.000016652	8.8365E-008	4.46885E-008	-1.81425	13
YGR007W	1.42537E-005	3.56474E-007	1.03143E-007	45.5844	10
YNL315C	2.62539E-005	1.75188E-007	1.18801E-007	66.1401	13
YER018C	1.46829E-005	1.84117E-007	8.12916E-008	19.9916	5
YOR299W	1.00647E-005	1.72095E-007	4.41577E-008	-4.09685	9
YEL065W	4.14971E-005	1.1083E-007	8.02297E-008	69.3283	15
YJR045C	0.000319051	7.05779E-007	3.05556E-006	144.419	50
YOL124C	2.78836E-005	1.38556E-007	8.88747E-008	47.0538	11
YIL125W	0.000120836	8.8877E-008	2.32303E-007	-6.36568	21
YMR295C	3.48058E-005	0.000000645	6.81776E-007	57.4863	16
YMR008C	3.25967E-005	1.89467E-007	0.000000096	41.2259	21
YKL148C	4.25379E-005	1.16462E-007	9.8229E-008	69.7383	16
YDR140W	1.52623E-005	2.10867E-007	7.56536E-008	25.0679	6
YJL076W	6.09944E-005	0.000000078	1.08871E-007	-54.4302	20
YKL062W	3.09066E-005	9.26282E-008	5.56743E-008	4.96431	10
YLR238W	1.20713E-005	8.5745E-008	2.32147E-008	17.9782	4
YDR080W	2.21789E-005	5.86559E-008	2.71549E-008	6.61016	7
YJR010W	1.83367E-005	1.15459E-007	3.12222E-008	26.717	6
YBR114W	0.000010451	5.93767E-008	1.32199E-008	0.964195	3
YHR024C	2.34371E-005	2.40795E-007	0.000000137	114.19	22
YDR324C	3.72685E-005	1.67945E-007	1.07736E-007	106.371	27
YNL075W	2.27369E-005	0.0000003	1.66137E-007	53.7524	14
YKL028W	3.75797E-005	1.28576E-007	7.128E-008	40.1275	12
YLR389C	2.25652E-005	0.000000118	9.71737E-008	-24.4382	26
YLR221C	3.25967E-005	2.96929E-007	0.000000132	29.7666	9
YDR093W	5.00884E-005	4.74933E-008	4.95835E-008	-4.74518	11
YMR282C	8.97822E-006	1.00575E-007	2.49126E-008	24.9411	4
YIL109C	1.55574E-005	3.08757E-007	3.65537E-007	-786.559	58
YLR361C	2.23506E-005	1.04365E-007	4.41957E-008	31.6599	8
YDL164C	4.12824E-005	8.26377E-008	5.73013E-008	39.5467	14
YOR085W	0.000102616	0.000000214	4.29546E-007	51.83	16
YDR362C	1.20713E-005	7.66631E-008	2.47059E-008	8.39607	5
YFL022C	0.000045774	8.85476E-007	8.20645E-007	150.276	31
YOL101C	1.38674E-005	1.15372E-007	4.16251E-008	15.574	3
YJL156C	1.83367E-005	8.93235E-008	4.15306E-008	12.6028	9
YNL253W	1.96626E-005	1.30908E-007	4.85138E-008	32.1005	7
YKL082C	3.42264E-005	1.88367E-007	1.07443E-007	63.4696	15
YNL071W	3.18938E-005	1.22656E-006	9.59597E-007	145.686	35
YOR094W	3.90525E-005	1.83256E-007	1.4764E-007	16.7801	6
YMR064W	7.50813E-006	1.81547E-007	2.4463E-008	-6.17733	5
YKL166C	1.46829E-005	1.3608E-007	5.86289E-008	17.8422	7
YJR007W	0.000030252	1.16577E-006	8.53448E-007	69.3532	23
YGR211W	6.09944E-005	2.706E-007	3.02063E-007	137.372	31
YJL174W	2.65972E-005	7.51327E-007	5.03339E-007	40.4937	19
YDL093W	3.28542E-005	8.53209E-008	5.72699E-008	58.7287	14
YJL069C	1.70812E-005	2.32501E-007	9.36034E-008	52.8974	16
YFL017C	3.18723E-005	2.48386E-007	1.68349E-007	39.9183	7
YLR298C	0.000030252	1.07929E-007	6.08581E-008	-4.44092	3
YFL027C	1.18353E-005	1.03349E-007	2.19034E-008	16.8507	4
YHR047C	4.98222E-005	2.56666E-007	0.000000283	212.56	54
YIR002C	2.07303E-005	2.32492E-008	1.01627E-008	5.5155	3
YHR179W	0.000097735	1.69139E-006	2.01556E-006	84.1731	30
YPR137W	2.04727E-005	2.01087E-007	9.37135E-008	29.9733	15
YGL001C	0.000027626	4.34379E-007	3.12392E-007	138.746	26
YJR058C	1.34338E-006	3.20199E-007	1.09678E-007	-373.454	5
YDR464W	3.77514E-005	2.68549E-008	2.06779E-008	-4.26564	7
YLR285W	3.25967E-005	2.91239E-007	2.06462E-007	75.5865	15
YDR359C	2.49501E-005	3.87668E-008	2.19114E-008	1.31857	7
YDR304C	4.60316E-005	1.00138E-006	9.42626E-007	77.6179	15
YPL038W	1.56057E-005	1.27429E-007	5.87317E-008	14.2031	3
YOR136W	4.19799E-005	1.16764E-006	1.1594E-006	125.164	28
YDR266C	1.44254E-005	2.64206E-007	9.57357E-008	39.2905	23
YGL194C	1.44254E-005	1.51499E-007	0.000000054	33.8467	7
YDR206W	7.50813E-006	1.57859E-007	3.31597E-008	-3.34324	10
YJL056C	5.6249E-006	7.94206E-008	9.29771E-009	14.2592	2
YOR116C	7.08062E-005	5.26066E-008	9.13136E-008	-68.7598	19
YLR207W	1.94231E-005	1.07668E-007	4.72679E-008	52.1803	13
YNL037C	5.68782E-005	6.89662E-007	8.38455E-007	115.493	28
YFL013C	2.30078E-005	1.07772E-007	4.94407E-008	44.5768	11
YPL063W	3.83228E-005	4.46249E-007	3.64542E-007	143.108	33
YFR040W	6.95882E-005	3.5226E-008	4.78686E-008	19.207	8
YOR076C	1.14919E-005	1.0729E-007	2.71991E-008	23.2577	8
YIL107C	1.99577E-005	5.61118E-008	0.000000029	12.6517	6
YOL142W	2.41346E-005	2.93322E-007	1.3657E-007	57.6058	12
YDR287W	2.03869E-005	1.38705E-007	6.83444E-008	29.3147	7
YGL209W	2.79694E-005	5.7324E-008	3.87486E-008	22.9241	4
YOR326W	0.000103196	7.04728E-008	1.16094E-007	-138.804	25
YDR405W	2.23506E-005	2.62223E-007	1.2151E-007	5.81308	9
YIL007C	1.72958E-005	1.42777E-007	5.7426E-008	10.4594	4
YCL031C	2.98657E-005	3.63649E-007	2.15131E-007	54.3966	15
YAL041W	1.60725E-005	0.00000015	5.36102E-008	46.0527	15
YPL127C	4.30766E-005	0.000000419	4.31625E-007	86.2642	18
YNL243W	2.82055E-005	1.83222E-007	1.82917E-007	59.967	39
YJL090C	8.97822E-006	5.66591E-008	9.81555E-009	11.2262	2
YOR061W	0.000047169	0.000000392	2.65624E-007	70.917	25
YGR206W	3.42264E-005	1.82555E-007	1.398E-007	16.6649	3
YLR190W	0.000025272	1.64199E-007	1.04914E-007	36.9156	14
YGR147C	1.74675E-005	2.7284E-007	0.000000116	46.9424	10
YDR002W	8.12628E-005	1.86359E-006	1.86067E-006	56.1815	14
YJR092W	4.83092E-005	4.2363E-008	6.27838E-008	-74.4611	11
YNL297C	3.48058E-005	6.28721E-008	4.66144E-008	-115.455	16
YGR030C	2.82055E-005	2.15474E-007	1.08221E-007	8.75369	4
YAL025C	0.000039707	2.1913E-007	1.91889E-007	56.4204	14
YOR034C	1.24147E-005	7.17764E-008	2.4185E-008	17.2638	7
YBL014C	1.85845E-006	6.55757E-008	8.87473E-009	-75.795	2
YPR072W	2.43063E-005	2.7831E-007	1.61053E-007	107.73	30
YBR126C	2.23506E-005	0.000001231	5.1834E-007	145.5	34
YOR230W	3.34337E-005	2.11876E-006	1.38207E-006	137.851	32
YNL039W	1.20928E-005	1.32849E-007	3.94748E-008	11.975	8
YHR068W	9.57583E-005	0.000000591	8.9142E-007	107.571	29
YJL057C	7.18621E-006	1.12236E-007	1.76612E-008	7.95135	3
YDR458C	0.000018165	1.11539E-007	4.6054E-008	13.6934	10
YHR204W	0.000004584	2.43522E-007	2.5885E-008	43.5126	7
YOR016C	4.60101E-005	3.71703E-007	0.000000228	42.4431	14
YDL217C	2.65972E-005	2.23136E-007	1.35283E-007	32.0244	7
YGR165W	1.65661E-005	3.09742E-007	1.04054E-007	28.5336	11
YGR055W	0.00008269	3.23408E-007	4.46888E-007	136.987	37
YGL148W	0.000054995	1.07581E-006	9.79338E-007	95.3724	27
YBR254C	2.68333E-005	2.11234E-007	1.27733E-007	26.3687	7
YDR313C	2.07303E-005	4.48874E-008	2.27342E-008	11.4404	2
YHR004C	0.000006757	1.78555E-007	2.62341E-008	-3.51845	4
YKL193C	2.52935E-005	2.18466E-007	1.1319E-007	79.7657	15
YNL153C	3.18723E-005	4.30789E-007	0.000000334	42.6691	8
YGL083W	2.13097E-005	0.000000077	3.90511E-008	14.4047	10
YGR101W	1.11056E-005	2.10341E-007	8.39265E-008	19.528	7
YLR310C	2.46926E-005	4.82737E-008	3.00841E-008	-123.619	13
YNL281W	2.82055E-005	1.09607E-006	7.47484E-007	44.7647	10
YDL179W	1.44254E-005	4.52192E-007	1.58274E-007	-64.3618	9
YBR249C	5.20521E-005	1.57347E-006	1.38566E-006	145.74	29
YCL035C	0.000054995	8.31739E-007	1.02875E-006	26.4529	6
YFR008W	1.13202E-005	1.28455E-007	4.93621E-008	9.21974	3
YNL102W	5.38361E-005	4.45203E-008	0.000000051	-64.8479	12
YDR047W	1.77787E-005	0.000000396	1.54084E-007	68.0342	15
YMR234W	5.88244E-006	1.4567E-007	3.05061E-008	1.74881	4
YOL077C	4.60316E-005	5.66708E-007	4.15471E-007	97.2744	20
YDR137W	1.23289E-005	1.34709E-007	0.000000028	1.4663	7
YHR031C	1.17494E-005	7.96665E-008	2.26739E-008	20.5193	5
YBR084W	6.98458E-005	2.07233E-007	0.000000265	141.874	48
YGL058W	7.31012E-005	1.81729E-007	3.10157E-007	24.7236	7
YLR441C	5.31386E-005	1.03254E-005	7.54011E-006	57.2446	12
YPR167C	1.52623E-005	1.12305E-007	4.38933E-008	9.74072	3
YOR261C	3.57877E-005	5.06269E-007	4.84341E-007	82.4529	26
YNR051C	4.47063E-005	1.63154E-007	0.00000014	41.5082	17
YGR187C	3.40547E-005	2.46322E-007	1.78726E-007	68.0715	18
YKL101W	0.000037966	4.62456E-008	4.18249E-008	-139.155	12
YHL002W	1.24147E-005	0.00000026	8.38635E-008	42.5353	13
YHR122W	1.77787E-005	2.90771E-007	1.25609E-007	47.4226	10
YDR422C	1.63086E-005	6.81093E-008	2.72184E-008	11.3951	7
YPL267W	0.000022922	1.46866E-007	9.03306E-008	30.6483	6
YOR229W	1.94231E-005	1.02297E-007	4.12323E-008	29.5114	7
YEL024W	0.000046611	1.95374E-007	2.71394E-007	31.4786	12
YOR383C	2.89298E-005	2.7233E-007	0.000000194	49.5534	13
YOL017W	1.44254E-005	0.000000068	2.23719E-008	6.44433	4
YMR190C	1.97343E-005	1.94691E-008	8.50075E-009	5.00544	3
YDR006C	1.77787E-005	8.40558E-008	3.02453E-008	37.558	8
YGR005C	4.41269E-005	1.41739E-007	1.09419E-007	75.9143	15
YBL032W	0.000046611	4.23235E-007	3.46222E-007	141.08	30
YGL049C	0.000100005	6.54241E-008	1.162E-007	24.0614	15
YLR325C	6.56045E-005	1.74619E-005	1.91093E-005	26.4501	5
YHL034C	5.52311E-005	1.52243E-006	1.27069E-006	97.1691	20
YLR010C	1.24147E-005	1.03935E-007	0.000000023	5.91953	1
YCR052W	1.88652E-005	3.43222E-007	1.3577E-007	103.094	24
YDR497C	4.60316E-005	4.1854E-007	3.1353E-007	217.957	46
YLR332W	1.86076E-005	2.73418E-007	1.53491E-007	3.03655	13
YBR272C	1.11056E-005	1.75787E-007	5.07045E-008	38.3153	9
YDR298C	5.24384E-005	6.20853E-007	5.77287E-007	54.8488	15
YDR011W	8.16491E-005	1.0513E-007	1.68228E-007	-9.46936	40
YIL061C	1.40391E-005	0.000000106	3.74175E-008	15.0277	3
YBL009W	2.14814E-005	1.13597E-007	4.21076E-008	30.275	10
YBR229C	4.11107E-005	1.03348E-007	1.02637E-007	58.3677	23
YJL059W	9.80716E-006	1.35425E-007	3.30599E-008	19.1138	4
YDL002C	2.43063E-005	2.21452E-007	1.21566E-007	29.8902	6
YOL059W	0.000039707	4.21143E-007	3.4512E-007	140.462	31
YPR097W	4.96076E-005	0.000000061	6.14643E-008	-20.4746	13
YHL031C	1.70812E-005	2.53435E-007	1.39819E-007	47.7601	11
YOR095C	0.000025272	7.10186E-007	3.1884E-007	82.1966	17
YOL151W	3.18938E-005	9.35797E-007	5.43235E-007	116.571	26
YKL213C	1.55574E-005	2.24155E-007	9.06852E-008	90.6612	23
YHR026W	3.31761E-005	1.5782E-006	9.9451E-007	70.0705	15
YNL002C	4.00934E-005	5.60123E-007	2.96417E-007	100.376	23
YGR104C	1.63086E-005	1.89399E-007	6.2524E-008	11.9436	6
YOR026W	9.80716E-006	1.86054E-007	3.2612E-008	14.1082	3
YOR358W	7.50813E-006	1.16886E-007	3.12223E-008	3.99386	2
YML063W	5.31386E-005	1.13033E-005	9.56733E-006	52.9564	12
YNL238W	2.23506E-005	1.27474E-007	6.04371E-008	37.5025	15
YNL254C	3.90525E-005	6.76227E-008	1.76529E-008	-38.1635	2
YJL198W	1.63086E-005	2.07462E-007	8.35126E-008	62.3113	25
YPL207W	3.42264E-005	1.40241E-007	1.02714E-007	86.2621	25
YDR197W	1.00647E-005	2.01942E-007	4.41031E-008	-34.6887	5
YPL250C	2.23506E-005	5.43508E-007	3.19315E-007	24.1764	8
YNL289W	2.01294E-005	4.01616E-007	0.000000282	-77.4208	12
YOL135C	1.35562E-005	1.58078E-007	6.97453E-008	20.0667	4
YLL041C	2.93372E-005	2.33276E-007	1.70412E-007	60.594	13
YML106W	3.92242E-005	1.49489E-006	1.23916E-006	74.2909	15
YMR236W	1.79504E-005	3.97516E-007	0.000000219	58.6485	10
YCR009C	3.11212E-005	6.05894E-007	4.41214E-007	50.1145	17
YER036C	9.49841E-005	7.72799E-007	1.02866E-006	154.157	48
YDR118W	0.000008109	9.20849E-008	1.88055E-008	17.6657	4
YOR195W	9.93017E-005	1.74662E-008	4.23396E-008	10.1004	3
YLR118C	2.49501E-005	3.0175E-007	2.25706E-007	60.2641	15
YER006W	3.28542E-005	0.000000437	3.11395E-007	146.758	37
YER088C	1.44254E-005	3.87774E-007	1.16723E-007	111.565	26
YER026C	2.79694E-005	7.65345E-007	4.83538E-007	103.589	19
YLR410W	0.000039707	1.6568E-007	1.58132E-007	90.9519	46
YMR105C	0.000010451	5.70659E-007	9.67076E-008	-27.7919	14
YPR051W	3.25967E-005	2.35142E-007	1.68151E-007	22.8119	7
YLL034C	0.000046611	7.36031E-008	8.36307E-008	29.8468	14
YBL105C	2.58729E-005	8.31515E-008	4.9289E-008	0.702279	14
YOR196C	3.34337E-005	1.61773E-007	9.01892E-008	47.035	13
YER174C	0.000021696	2.61596E-007	1.09278E-007	32.6924	7
YPL228W	3.57877E-005	1.30795E-007	7.7593E-008	41.9123	15
YER104W	0.000006757	1.23624E-007	3.95352E-008	0.199618	2
YLR150W	7.44049E-005	8.89831E-006	7.72911E-006	83.244	20
YEL066W	3.00374E-005	1.73485E-007	1.2819E-007	34.7163	7
YBL055C	1.38674E-005	1.30783E-007	4.43586E-008	42.5764	7
YPR035W	0.000070892	1.92133E-006	2.38324E-006	117.533	27
YOR188W	2.07088E-005	5.85555E-008	3.08488E-008	39.8365	13
YNL314W	0.000004584	1.03869E-007	2.51844E-008	-3.66601	2
YLL018C	4.19799E-005	1.41794E-006	1.25745E-006	188.183	38
YGR123C	9.49626E-005	1.4908E-007	2.20847E-007	42.6961	18
YDR227W	1.88652E-005	2.74063E-008	1.81256E-008	-18.1441	5
YPR060C	2.09663E-005	4.58911E-007	2.38713E-007	52.1029	15
YDL054C	2.18677E-005	9.57505E-008	5.88841E-008	11.6397	7
YKR013W	3.61311E-005	5.6029E-007	4.27831E-007	126.672	27
YDR174W	2.27369E-005	1.52373E-006	6.30156E-007	87.653	18
YMR087W	1.50263E-005	9.84747E-008	3.54068E-008	17.3841	3
YOR155C	1.59867E-005	1.87062E-007	7.55674E-008	59.8292	13
YNL236W	1.79504E-005	9.66498E-008	0.000000045	30.7058	14
YOR250C	9.14991E-006	2.20349E-007	5.41663E-008	7.83924	8
YJR105W	5.92323E-005	1.43793E-006	1.5376E-006	107.322	27
YCL009C	0.000030252	1.5272E-006	1.05832E-006	117.659	21
YDL072C	3.61096E-005	1.0569E-006	7.52299E-007	60.4624	14
YER159C	4.21516E-005	3.78183E-007	3.20828E-007	8.5206	7
YDL005C	3.00374E-005	0.000000104	7.54036E-008	10.8787	7
YGL212W	1.50263E-005	5.70875E-008	4.3826E-008	-5.94952	3
YHR113W	2.41346E-005	2.77757E-007	1.76101E-007	114.086	29
YMR212C	2.34371E-005	0.000000172	8.53961E-008	75.1064	23
YIL121W	2.25652E-005	2.48599E-007	9.55803E-008	87.1309	18
YDR482C	1.06227E-005	1.2308E-007	6.49444E-008	17.0956	3
YPR182W	4.94359E-005	2.8923E-007	3.57848E-007	25.3872	5
YJL196C	1.90368E-005	8.44156E-007	4.80315E-007	114.838	22
YDR034C	7.50813E-006	1.85927E-007	3.04136E-008	11.3388	8
YGL054C	6.42866E-005	1.45691E-006	1.39739E-006	43.4163	9
YGL025C	0.000012624	1.57081E-007	6.27272E-008	34.1172	8
YLR021W	1.79504E-005	2.45243E-007	9.80641E-008	21.811	6
YLR058C	5.20521E-005	1.45284E-006	1.23127E-006	154.393	34
